HGNC gene	Residual Variation Intolerance Score	Residual Variation Intolerance Score Percentile
PRR23B	0.791937896	87.33781552
SPATA8	0.791937896	87.33781552
TIAF1	0.791937896	87.33781552
MIA3	0.793580678	87.34371314
BIRC5	0.793752871	87.40268931
C20orf196	0.793752871	87.40268931
C21orf91	0.793752871	87.40268931
C4orf40	0.793752871	87.40268931
CLDND2	0.793752871	87.40268931
CXorf66	0.793752871	87.40268931
PPIC	0.793752871	87.40268931
SELL	0.793752871	87.40268931
SPATA3	0.793752871	87.40268931
TPMT	0.793752871	87.40268931
COL24A1	0.79541165	87.41448455
LRRIQ1	0.79541165	87.41448455
ASCC1	0.795569043	87.49115357
BTN3A2	0.795569043	87.49115357
C11orf40	0.795569043	87.49115357
HENMT1	0.795569043	87.49115357
IL23R	0.795569043	87.49115357
LIPK	0.795569043	87.49115357
LYPD4	0.795569043	87.49115357
OR5L1	0.795569043	87.49115357
ORM2	0.795569043	87.49115357
PPP1R18	0.795569043	87.49115357
UTP3	0.795569043	87.49115357
ZNF141	0.795569043	87.49115357
ZNF382	0.795569043	87.49115357
AVEN	0.797386419	87.53833451
CCDC69	0.797386419	87.53833451
CYB5RL	0.797386419	87.53833451
HAVCR1	0.797386419	87.53833451
LGALS9	0.797386419	87.53833451
NEIL1	0.797386419	87.53833451
OR10G8	0.797386419	87.53833451
OR6F1	0.797386419	87.53833451
GNL3	0.799205007	87.58551545
ITLN2	0.799205007	87.58551545
KCNA5	0.799205007	87.58551545
KRT28	0.799205007	87.58551545
OR4Q3	0.799205007	87.58551545
PVR	0.799205007	87.58551545
TMEM79	0.799205007	87.58551545
ZNF676	0.799205007	87.58551545
ADAT1	0.801024817	87.65628686
ALOX12	0.801024817	87.65628686
C16orf89	0.801024817	87.65628686
C2orf54	0.801024817	87.65628686
CD5	0.801024817	87.65628686
CRELD2	0.801024817	87.65628686
KRT15	0.801024817	87.65628686
PRSS36	0.801024817	87.65628686
SIRPG	0.801024817	87.65628686
SLC22A5	0.801024817	87.65628686
TBCE	0.801024817	87.65628686
ZNF215	0.801024817	87.65628686
ADAM33	0.802845857	87.69167256
B4GALNT2	0.802845857	87.69167256
PARP3	0.802845857	87.69167256
PCDHB3	0.802845857	87.69167256
PSG11	0.802845857	87.69167256
SPAG1	0.802845857	87.69167256
ABCD4	0.804668134	87.71526303
AMOTL2	0.804668134	87.71526303
C10orf90	0.804668134	87.71526303
PCDHB4	0.804668134	87.71526303
GPR128	0.806491657	87.72705827
ZNF611	0.806491657	87.72705827
CCDC66	0.808316435	87.73295589
TMEM175	0.810142476	87.7388535
IQCF6	0.812172405	87.75654636
KRTAP4-9	0.812172405	87.75654636
NANOGNB	0.812172405	87.75654636
MYPN	0.813798382	87.76244397
BTLA	0.813985927	87.81552253
C1orf35	0.813985927	87.81552253
C5orf60	0.813985927	87.81552253
COMMD8	0.813985927	87.81552253
DAOA	0.813985927	87.81552253
GAL	0.813985927	87.81552253
NUP62CL	0.813985927	87.81552253
SPINK1	0.813985927	87.81552253
TCL1B	0.813985927	87.81552253
APOC4	0.815800671	87.8744987
ATXN3L	0.815800671	87.8744987
C20orf166	0.815800671	87.8744987
C5orf49	0.815800671	87.8744987
C7orf45	0.815800671	87.8744987
KRTAP13-1	0.815800671	87.8744987
OR2J3	0.815800671	87.8744987
SEBOX	0.815800671	87.8744987
TCF19	0.815800671	87.8744987
TNFSF9	0.815800671	87.8744987
ANXA10	0.817616644	87.95116773
C8orf47	0.817616644	87.95116773
CD200R1	0.817616644	87.95116773
DBT	0.817616644	87.95116773
HADH	0.817616644	87.95116773
OR14C36	0.817616644	87.95116773
ORC4	0.817616644	87.95116773
SERGEF	0.817616644	87.95116773
SLAMF9	0.817616644	87.95116773
STEAP4	0.817616644	87.95116773
SUN3	0.817616644	87.95116773
TMPRSS12	0.817616644	87.95116773
ZWINT	0.817616644	87.95116773
C19orf45	0.819433854	87.98655343
CRYBB3	0.819433854	87.98655343
LRTM1	0.819433854	87.98655343
PVRIG	0.819433854	87.98655343
SULT1A2	0.819433854	87.98655343
ZNF154	0.819433854	87.98655343
CASP9	0.821252311	88.01604152
CCDC151	0.821252311	88.01604152
CCDC82	0.821252311	88.01604152
CD6	0.821252311	88.01604152
CNBD1	0.821252311	88.01604152
C17orf101	0.823072022	88.03963199
CFI	0.823072022	88.03963199
FUT2	0.823072022	88.03963199
ZNF585A	0.823072022	88.03963199
C1orf168	0.824892996	88.06912008
FAM190A	0.824892996	88.06912008
IL9R	0.824892996	88.06912008
PRDM1	0.824892996	88.06912008
RSPH4A	0.824892996	88.06912008
EFTUD1	0.826715241	88.09271054
MTBP	0.826715241	88.09271054
TGM5	0.826715241	88.09271054
TTYH2	0.826715241	88.09271054
AKNAD1	0.828538765	88.1104034
TXNDC16	0.828538765	88.1104034
USP53	0.828538765	88.1104034
CENPJ	0.832189686	88.12809625
INCENP	0.832189686	88.12809625
PCDHA4	0.832189686	88.12809625
KIAA0556	0.833999814	88.13399387
SUN1	0.834017099	88.13989148
C12orf73	0.834220813	88.15758434
C19orf77	0.834220813	88.15758434
PATE4	0.834220813	88.15758434
CDON	0.835845825	88.16348195
CXorf27	0.836034065	88.17527719
GLOD5	0.836034065	88.17527719
IKBKAP	0.837675873	88.18117481
C4orf33	0.837848571	88.22835574
LCN2	0.837848571	88.22835574
MS4A5	0.837848571	88.22835574
NMRK1	0.837848571	88.22835574
OR1E2	0.837848571	88.22835574
PRG3	0.837848571	88.22835574
TMEM194A	0.837848571	88.22835574
ZYG11A	0.837848571	88.22835574
NUP153	0.839507251	88.23425336
FAM131C	0.839664339	88.29912715
FAM178B	0.839664339	88.29912715
FAM83A	0.839664339	88.29912715
HYI	0.839664339	88.29912715
ICOSLG	0.839664339	88.29912715
ODF3L1	0.839664339	88.29912715
OPN1LW	0.839664339	88.29912715
PEMT	0.839664339	88.29912715
RNLS	0.839664339	88.29912715
SKA3	0.839664339	88.29912715
SLC25A46	0.839664339	88.29912715
KIF17	0.841339968	88.30502477
BTN1A1	0.841481379	88.35810333
DNAH12	0.841481379	88.35810333
FCGR2A	0.841481379	88.35810333
IL34	0.841481379	88.35810333
OR5M8	0.841481379	88.35810333
RRP1	0.841481379	88.35810333
SEPT14	0.841481379	88.35810333
TRIM34	0.841481379	88.35810333
TTC24	0.841481379	88.35810333
CHRNA10	0.843299698	88.37579618
GDPGP1	0.843299698	88.37579618
ZNF350	0.843299698	88.37579618
RP1	0.845009452	88.3816938
CATSPER3	0.845119304	88.4170795
CTSE	0.845119304	88.4170795
GCAT	0.845119304	88.4170795
KRT33A	0.845119304	88.4170795
LAD1	0.845119304	88.4170795
OR5AU1	0.845119304	88.4170795
CDRT1	0.846940207	88.47605567
CEP85L	0.846940207	88.47605567
DCAF13	0.846940207	88.47605567
GALC	0.846940207	88.47605567
PNPLA3	0.846940207	88.47605567
SAMD15	0.846940207	88.47605567
SIGLEC11	0.846940207	88.47605567
SLC28A3	0.846940207	88.47605567
TCTE1	0.846940207	88.47605567
VWA7	0.846940207	88.47605567
C1orf101	0.848762413	88.48195329
HPS1	0.850585932	88.49374853
SLC9A4	0.850585932	88.49374853
FAM82A1	0.852410773	88.49964614
GTSE1	0.854236942	88.51144138
MCF2L2	0.854236942	88.51144138
FRMD4B	0.85606445	88.52323661
IGDCC4	0.85606445	88.52323661
C20orf173	0.858082312	88.55862232
EVPLL	0.858082312	88.55862232
KRTAP6-1	0.858082312	88.55862232
TMEM155	0.858082312	88.55862232
TP53AIP1	0.858082312	88.55862232
ZNF879	0.858082312	88.55862232
IGHMBP2	0.859723513	88.57041755
SCN7A	0.859723513	88.57041755
C3orf43	0.859896574	88.62349611
CD99	0.859896574	88.62349611
CLEC2D	0.859896574	88.62349611
COX4I2	0.859896574	88.62349611
MOG	0.859896574	88.62349611
NPPA	0.859896574	88.62349611
TEX19	0.859896574	88.62349611
WDYHV1	0.859896574	88.62349611
ZNF716	0.859896574	88.62349611
FMN1	0.861555086	88.63529134
PLA2R1	0.861555086	88.63529134
ABCB7	0.861712133	88.6883699
BCL2L12	0.861712133	88.6883699
BST1	0.861712133	88.6883699
C2orf43	0.861712133	88.6883699
C9orf100	0.861712133	88.6883699
CHAC1	0.861712133	88.6883699
OR52W1	0.861712133	88.6883699
PIH1D1	0.861712133	88.6883699
QRFP	0.861712133	88.6883699
ACP6	0.863528995	88.74144845
C2orf77	0.863528995	88.74144845
DCDC2	0.863528995	88.74144845
ELP4	0.863528995	88.74144845
MAGEA6	0.863528995	88.74144845
NAT8	0.863528995	88.74144845
OR1N2	0.863528995	88.74144845
RCN3	0.863528995	88.74144845
SORD	0.863528995	88.74144845
ADAMTS12	0.865222355	88.74734607
C16orf91	0.86534717	88.80042463
CPQ	0.86534717	88.80042463
FASTKD2	0.86534717	88.80042463
GREB1L	0.86534717	88.80042463
MAGEE1	0.86534717	88.80042463
MCF2	0.86534717	88.80042463
RNF25	0.86534717	88.80042463
ZFYVE27	0.86534717	88.80042463
ZNF642	0.86534717	88.80042463
NBR1	0.867166666	88.81811748
OR4A47	0.867166666	88.81811748
SPAG8	0.867166666	88.81811748
C10orf68	0.868987491	88.84760557
CCDC13	0.868987491	88.84760557
EPS8L3	0.868987491	88.84760557
PTGS1	0.868987491	88.84760557
TUBB1	0.868987491	88.84760557
ADAM2	0.870809653	88.86529842
BTN2A1	0.870809653	88.86529842
ZFAND4	0.870809653	88.86529842
C3orf15	0.872633161	88.87119604
DPP3	0.874458024	88.88888889
MERTK	0.874458024	88.88888889
PDPR	0.874458024	88.88888889
ANKRD35	0.878111845	88.89478651
NEB	0.878121232	88.90068412
KIAA1614	0.879940821	88.90658174
C11orf21	0.880130671	88.9596603
CCDC169	0.880130671	88.9596603
DYDC2	0.880130671	88.9596603
HMGN5	0.880130671	88.9596603
KRTAP12-1	0.880130671	88.9596603
LCE5A	0.880130671	88.9596603
MCCD1	0.880130671	88.9596603
NPS	0.880130671	88.9596603
SUMO4	0.880130671	88.9596603
C12orf70	0.881944684	89.02453409
C3orf62	0.881944684	89.02453409
CCZ1B	0.881944684	89.02453409
CPXCR1	0.881944684	89.02453409
EDDM3A	0.881944684	89.02453409
F3	0.881944684	89.02453409
GTSF1L	0.881944684	89.02453409
H3F3C	0.881944684	89.02453409
IL24	0.881944684	89.02453409
SLC25A2	0.881944684	89.02453409
SSX3	0.881944684	89.02453409
C1orf141	0.883760026	89.07171503
DNASE2B	0.883760026	89.07171503
JMJD8	0.883760026	89.07171503
KLK15	0.883760026	89.07171503
NEUROD4	0.883760026	89.07171503
OR4D1	0.883760026	89.07171503
PMF1	0.883760026	89.07171503
REG4	0.883760026	89.07171503
CARD14	0.885436112	89.07761264
ACE2	0.885576705	89.14248644
CCDC125	0.885576705	89.14248644
CCR3	0.885576705	89.14248644
EMID1	0.885576705	89.14248644
FAM220A	0.885576705	89.14248644
FOXD4	0.885576705	89.14248644
GGTLC1	0.885576705	89.14248644
KLK11	0.885576705	89.14248644
OR5B17	0.885576705	89.14248644
SDC1	0.885576705	89.14248644
UPK3A	0.885576705	89.14248644
APOL5	0.887394731	89.18966737
FAM154B	0.887394731	89.18966737
NEK10	0.887394731	89.18966737
PINX1	0.887394731	89.18966737
RTDR1	0.887394731	89.18966737
SHQ1	0.887394731	89.18966737
TMPRSS11F	0.887394731	89.18966737
ZNF417	0.887394731	89.18966737
PTPRN2	0.889106693	89.19556499
ACTBL2	0.88921411	89.24274593
BPIFC	0.88921411	89.24274593
JMY	0.88921411	89.24274593
PHF21B	0.88921411	89.24274593
PLA1A	0.88921411	89.24274593
SEMG1	0.88921411	89.24274593
VRK3	0.88921411	89.24274593
ZNF491	0.88921411	89.24274593
AGXT2	0.891034851	89.2663364
APBA3	0.891034851	89.2663364
GAS2L3	0.891034851	89.2663364
ZNF334	0.891034851	89.2663364
GPNMB	0.892856963	89.28992687
INSC	0.892856963	89.28992687
PYROXD2	0.892856963	89.28992687
TLR6	0.892856963	89.28992687
EFCAB13	0.894680455	89.3017221
TTC28	0.894680455	89.3017221
CCDC164	0.896505334	89.30761972
TGM4	0.898331608	89.31351734
EPB41L3	0.900159287	89.32531257
PLEKHN1	0.900159287	89.32531257
C5orf55	0.902179145	89.34890304
CCL24	0.902179145	89.34890304
SPRR2F	0.902179145	89.34890304
UTS2D	0.902179145	89.34890304
AURKA	0.903992902	89.39018636
C2orf50	0.903992902	89.39018636
FAM19A3	0.903992902	89.39018636
FAM209B	0.903992902	89.39018636
KAZALD1	0.903992902	89.39018636
MRPS28	0.903992902	89.39018636
TM4SF19	0.903992902	89.39018636
C1orf63	0.905808022	89.4373673
CALCA	0.905808022	89.4373673
CTAG2	0.905808022	89.4373673
EBLN2	0.905808022	89.4373673
GSTM5	0.905808022	89.4373673
MS4A2	0.905808022	89.4373673
NAT1	0.905808022	89.4373673
NRN1L	0.905808022	89.4373673
BCL2L14	0.907624513	89.46685539
NUDT13	0.907624513	89.46685539
OR10S1	0.907624513	89.46685539
RAD51AP1	0.907624513	89.46685539
SECTM1	0.907624513	89.46685539
ABCA8	0.909319045	89.47275301
OR10A6	0.909442382	89.49634348
OR51B2	0.909442382	89.49634348
OR51V1	0.909442382	89.49634348
ZNF304	0.909442382	89.49634348
CATSPER2	0.911261639	89.50813871
TEKT3	0.911261639	89.50813871
CCDC74B	0.913082291	89.54352442
HTR3C	0.913082291	89.54352442
RNF207	0.913082291	89.54352442
TTC38	0.913082291	89.54352442
ZIM2	0.913082291	89.54352442
ZNF543	0.913082291	89.54352442
AKAP12	0.914832296	89.54942203
KRT34	0.914904347	89.55531965
OTOP3	0.916727815	89.56711489
PSAPL1	0.916727815	89.56711489
ADAM19	0.918552705	89.5730125
CDH26	0.920379023	89.57891012
SYCP2	0.922206779	89.58480774
C2orf83	0.924227736	89.61429582
C6orf141	0.924227736	89.61429582
CSAG1	0.924227736	89.61429582
MRPS21	0.924227736	89.61429582
ZG16	0.924227736	89.61429582
C19orf71	0.926041233	89.65557915
C3orf36	0.926041233	89.65557915
CST9L	0.926041233	89.65557915
FAM211A	0.926041233	89.65557915
GPX5	0.926041233	89.65557915
RNASE4	0.926041233	89.65557915
THEM4	0.926041233	89.65557915
CACNA2D4	0.927698756	89.66147676
HORMAD2	0.927856124	89.70276008
HSD17B14	0.927856124	89.70276008
LGALS3	0.927856124	89.70276008
METTL21C	0.927856124	89.70276008
OR6C76	0.927856124	89.70276008
PRSS45	0.927856124	89.70276008
SYPL2	0.927856124	89.70276008
ART4	0.92967242	89.79122435
CX3CR1	0.92967242	89.79122435
OR1L1	0.92967242	89.79122435
OR1Q1	0.92967242	89.79122435
OR2C3	0.92967242	89.79122435
OR5A1	0.92967242	89.79122435
OR5B12	0.92967242	89.79122435
POF1B	0.92967242	89.79122435
RAD51B	0.92967242	89.79122435
REPIN1	0.92967242	89.79122435
RPP38	0.92967242	89.79122435
SERTAD4	0.92967242	89.79122435
SPACA3	0.92967242	89.79122435
UPK1A	0.92967242	89.79122435
VPS37C	0.92967242	89.79122435
C14orf80	0.933309256	89.82661005
C16orf79	0.933309256	89.82661005
CDC20B	0.933309256	89.82661005
IL7R	0.933309256	89.82661005
LMAN1L	0.933309256	89.82661005
ZNF763	0.933309256	89.82661005
BARD1	0.935129812	89.86199575
C6orf118	0.935129812	89.86199575
ENTPD6	0.935129812	89.86199575
OXA1L	0.935129812	89.86199575
TAGAP	0.935129812	89.86199575
ZNF167	0.935129812	89.86199575
GBP7	0.936951807	89.86789337
TBXAS1	0.938775246	89.87379099
BPIFB4	0.942426495	89.89148384
MASP2	0.942426495	89.89148384
PCSK9	0.942426495	89.89148384
KANK4	0.946083628	89.89738146
HTN3	0.946276448	89.90917669
TDRD12	0.946276448	89.90917669
N4BP2	0.947914422	89.91507431
C12orf69	0.948089677	89.95635763
CLEC6A	0.948089677	89.95635763
DSCR6	0.948089677	89.95635763
LCE2B	0.948089677	89.95635763
STARD6	0.948089677	89.95635763
TEX13B	0.948089677	89.95635763
TMEM88	0.948089677	89.95635763
ACTRT3	0.949904335	90.00943619
CRISP2	0.949904335	90.00943619
FAM175A	0.949904335	90.00943619
GLYATL2	0.949904335	90.00943619
GSTZ1	0.949904335	90.00943619
MRPL21	0.949904335	90.00943619
NACA2	0.949904335	90.00943619
OR5D13	0.949904335	90.00943619
WFDC3	0.949904335	90.00943619
AGFG2	0.951720429	90.06251474
GFRAL	0.951720429	90.06251474
GJA9	0.951720429	90.06251474
GSTA2	0.951720429	90.06251474
HEXB	0.951720429	90.06251474
KIAA1257	0.951720429	90.06251474
NUDCD1	0.951720429	90.06251474
OR5M1	0.951720429	90.06251474
SLC10A5	0.951720429	90.06251474
APOH	0.953537969	90.08610521
MTMR6	0.953537969	90.08610521
ZNF302	0.953537969	90.08610521
ZNF439	0.953537969	90.08610521
ABCC2	0.955252644	90.09200283
OR4C13	0.955356963	90.10969568
SNAI3	0.955356963	90.10969568
TRIM10	0.955356963	90.10969568
CDHR2	0.957091004	90.1155933
ANO10	0.957177419	90.14508139
AOAH	0.957177419	90.14508139
CALCOCO1	0.957177419	90.14508139
GBP2	0.957177419	90.14508139
MLKL	0.957177419	90.14508139
IQCA1	0.958999345	90.17456947
KRT72	0.958999345	90.17456947
TCEB3	0.958999345	90.17456947
TRAF3IP1	0.958999345	90.17456947
ZNF665	0.958999345	90.17456947
HLTF	0.960822749	90.18636471
IL12RB2	0.960822749	90.18636471
KRT82	0.962647641	90.19226233
IFIH1	0.96630192	90.19815994
NES	0.968131324	90.20405756
FHDC1	0.969962249	90.20995518
C19orf48	0.970138239	90.23354565
C4orf26	0.970138239	90.23354565
FAM120AOS	0.970138239	90.23354565
LY6G5B	0.970138239	90.23354565
CEP152	0.971794703	90.23944326
HRCT1	0.971952656	90.26893135
KRTAP10-2	0.971952656	90.26893135
MAGEA11	0.971952656	90.26893135
RRS1	0.971952656	90.26893135
TREML4	0.971952656	90.26893135
DUSP27	0.973628696	90.27482897
WDR90	0.973706547	90.28072659
CEACAM7	0.973768544	90.33970276
CEP57L1	0.973768544	90.33970276
CST2	0.973768544	90.33970276
ERVW-1	0.973768544	90.33970276
FAM221A	0.973768544	90.33970276
GIMAP2	0.973768544	90.33970276
HAVCR2	0.973768544	90.33970276
OR7A17	0.973768544	90.33970276
PEBP4	0.973768544	90.33970276
SPPL2A	0.973768544	90.33970276
GZMM	0.97558591	90.37508846
MOGAT2	0.97558591	90.37508846
SLC39A13	0.97558591	90.37508846
TRIM69	0.97558591	90.37508846
ZNF233	0.97558591	90.37508846
ZNF669	0.97558591	90.37508846
TAPBPL	0.977404764	90.3868837
TEKT1	0.977404764	90.3868837
C17orf66	0.979225112	90.42816702
IL10RA	0.979225112	90.42816702
MAP7D3	0.979225112	90.42816702
PRSS55	0.979225112	90.42816702
UGT1A5	0.979225112	90.42816702
ZDHHC11	0.979225112	90.42816702
ZNF225	0.979225112	90.42816702
ALOX15B	0.981046964	90.45765511
NOP9	0.981046964	90.45765511
SLFNL1	0.981046964	90.45765511
UGT2A1	0.981046964	90.45765511
ZNF440	0.981046964	90.45765511
NDOR1	0.984695213	90.46355272
C1orf127	0.986521626	90.48124558
DHTKD1	0.986521626	90.48124558
SRMS	0.986521626	90.48124558
ITIH3	0.988349576	90.48714319
HEG1	0.992010122	90.49893843
UNC80	0.992010122	90.49893843
C17orf99	0.99218692	90.51663128
C1orf194	0.99218692	90.51663128
GMNN	0.99218692	90.51663128
C19orf40	0.994001092	90.5579146
C3orf35	0.994001092	90.5579146
C6orf47	0.994001092	90.5579146
GUCA1C	0.994001092	90.5579146
OR1L6	0.994001092	90.5579146
SERPINA7	0.994001092	90.5579146
SPATA25	0.994001092	90.5579146
TRPM2	0.995759702	90.56381222
BPIFA3	0.995816767	90.62278839
C16orf73	0.995816767	90.62278839
ENDOD1	0.995816767	90.62278839
KRTAP10-8	0.995816767	90.62278839
OR2T2	0.995816767	90.62278839
OR8K5	0.995816767	90.62278839
RENBP	0.995816767	90.62278839
TAS2R19	0.995816767	90.62278839
XAF1	0.995816767	90.62278839
ZNF323	0.995816767	90.62278839
CBLC	0.997633954	90.65227648
HTR3B	0.997633954	90.65227648
RPF1	0.997633954	90.65227648
RPUSD4	0.997633954	90.65227648
TMEM135	0.997633954	90.65227648
MYO3A	0.999350036	90.6581741
ALLC	0.99945266	90.6935598
DDX18	0.99945266	90.6935598
ELTD1	0.99945266	90.6935598
FAM22G	0.99945266	90.6935598
RBPJL	0.99945266	90.6935598
ZNF681	0.99945266	90.6935598
ARHGEF19	1.001272896	90.72304789
CCDC148	1.001272896	90.72304789
CPNE1	1.001272896	90.72304789
FZD6	1.001272896	90.72304789
ZNF655	1.001272896	90.72304789
CSF2RA	1.003094668	90.77022883
CYP2F1	1.003094668	90.77022883
EME1	1.003094668	90.77022883
OXER1	1.003094668	90.77022883
RBM28	1.003094668	90.77022883
SNTG2	1.003094668	90.77022883
TXLNB	1.003094668	90.77022883
ZNF510	1.003094668	90.77022883
AHRR	1.004917985	90.78792168
DDX31	1.004917985	90.78792168
DENND2C	1.004917985	90.78792168
PCDHB11	1.006742856	90.79971691
PKD2L1	1.006742856	90.79971691
SELP	1.008569289	90.80561453
SLC6A18	1.010397292	90.81151215
C5orf52	1.012423333	90.829205
CXorf64	1.012423333	90.829205
KLLN	1.012423333	90.829205
SNCG	1.014235724	90.84100024
THEM5	1.014235724	90.84100024
CSN1S1	1.016049644	90.86459071
MRPL9	1.016049644	90.86459071
THAP3	1.016049644	90.86459071
TMEM225	1.016049644	90.86459071
FGD5	1.01772518	90.87048832
SH3TC1	1.017812819	90.87638594
CEACAM4	1.0178651	90.91766926
OR1D2	1.0178651	90.91766926
SIRPB2	1.0178651	90.91766926
SPATA22	1.0178651	90.91766926
WISP3	1.0178651	90.91766926
ZDHHC19	1.0178651	90.91766926
ZNF541	1.0178651	90.91766926
MYO7B	1.019668216	90.92356688
CLIC5	1.019682101	90.97664544
GPR148	1.019682101	90.97664544
MRPL28	1.019682101	90.97664544
OR10H4	1.019682101	90.97664544
OR11L1	1.019682101	90.97664544
OR2L2	1.019682101	90.97664544
OR6K3	1.019682101	90.97664544
RBM20	1.019682101	90.97664544
TMPRSS4	1.019682101	90.97664544
ATF4	1.021500656	91.01792876
C16orf46	1.021500656	91.01792876
C2orf57	1.021500656	91.01792876
CAGE1	1.021500656	91.01792876
OR6A2	1.021500656	91.01792876
SRFBP1	1.021500656	91.01792876
TSSC4	1.021500656	91.01792876
FAM161A	1.023320772	91.04741684
GLP2R	1.023320772	91.04741684
IL17RB	1.023320772	91.04741684
LCA5L	1.023320772	91.04741684
MOK	1.023320772	91.04741684
DIEXF	1.025142459	91.07100731
GAB4	1.025142459	91.07100731
SLCO1B1	1.025142459	91.07100731
TMPRSS7	1.025142459	91.07100731
KRT71	1.026965723	91.08870017
LINS	1.026965723	91.08870017
SLC18A1	1.026965723	91.08870017
PKP1	1.028790575	91.09459778
DDX11	1.030617021	91.10639302
PCDHB14	1.030617021	91.10639302
CDCA2	1.032445072	91.12408587
HAUS6	1.032445072	91.12408587
TBC1D4	1.032445072	91.12408587
TAS1R2	1.036106017	91.12998349
KRTAP5-7	1.036284653	91.1358811
VWF	1.036444045	91.14177872
ABCA10	1.037938929	91.14767634
C15orf40	1.038098315	91.20665251
CCL25	1.038098315	91.20665251
CLDN8	1.038098315	91.20665251
CLEC9A	1.038098315	91.20665251
HLA-DMB	1.038098315	91.20665251
IFNA7	1.038098315	91.20665251
MS4A7	1.038098315	91.20665251
PAICS	1.038098315	91.20665251
PTX3	1.038098315	91.20665251
TNFAIP6	1.038098315	91.20665251
ABHD12B	1.039913547	91.25973107
C22orf42	1.039913547	91.25973107
C7orf57	1.039913547	91.25973107
CCDC91	1.039913547	91.25973107
OR2T34	1.039913547	91.25973107
OR5T3	1.039913547	91.25973107
SLC35G6	1.039913547	91.25973107
TDP2	1.039913547	91.25973107
ZNF674	1.039913547	91.25973107
COL4A4	1.041609675	91.26562869
LRRC71	1.041730357	91.28921916
OR2AE1	1.041730357	91.28921916
OR4B1	1.041730357	91.28921916
ZNF93	1.041730357	91.28921916
ART1	1.043548753	91.30691201
CLCC1	1.043548753	91.30691201
FMO3	1.043548753	91.30691201
LLGL2	1.04528704	91.31280962
CHIT1	1.045368744	91.31870724
DAB2	1.047190339	91.34229771
OGFR	1.047190339	91.34229771
PDE5A	1.047190339	91.34229771
ZNF578	1.047190339	91.34229771
CRNKL1	1.049013545	91.34819533
BBS9	1.050838371	91.36588818
LPP	1.050838371	91.36588818
TSNARE1	1.050838371	91.36588818
AASDH	1.054492917	91.3717858
USP54	1.056322654	91.37768342
MRGPRG	1.056521908	91.38358103
EGFLAM	1.058154044	91.38947865
C17orf102	1.058333711	91.42486435
C1orf68	1.058333711	91.42486435
C4orf36	1.058333711	91.42486435
FSD1L	1.058333711	91.42486435
RBP5	1.058333711	91.42486435
ZNF559-ZNF177	1.058333711	91.42486435
AKIP1	1.060147109	91.46614768
ARHGEF33	1.060147109	91.46614768
C6orf195	1.060147109	91.46614768
CCDC59	1.060147109	91.46614768
IFNA4	1.060147109	91.46614768
MAGEB3	1.060147109	91.46614768
PIP	1.060147109	91.46614768
PPARGC1B	1.061821821	91.47204529
ANKRD30B	1.06196211	91.507431
CXorf36	1.06196211	91.507431
OR2A14	1.06196211	91.507431
TAS2R42	1.06196211	91.507431
TIRAP	1.06196211	91.507431
TMEM70	1.06196211	91.507431
C1orf174	1.063778722	91.58410002
C1QTNF6	1.063778722	91.58410002
CCDC137	1.063778722	91.58410002
FGFR1OP	1.063778722	91.58410002
GIMAP6	1.063778722	91.58410002
GSG1	1.063778722	91.58410002
LGALS8	1.063778722	91.58410002
MAGEA4	1.063778722	91.58410002
OR11H4	1.063778722	91.58410002
OR4M1	1.063778722	91.58410002
OR5M11	1.063778722	91.58410002
OR6X1	1.063778722	91.58410002
PLSCR4	1.063778722	91.58410002
APLF	1.065596954	91.61358811
B3GNT4	1.065596954	91.61358811
BMP3	1.065596954	91.61358811
C12orf40	1.065596954	91.61358811
RIOK2	1.065596954	91.61358811
ARFGAP3	1.067416815	91.66666667
BPIFB6	1.067416815	91.66666667
DDX59	1.067416815	91.66666667
GAL3ST4	1.067416815	91.66666667
KRT7	1.067416815	91.66666667
NEK5	1.067416815	91.66666667
RSC1A1	1.067416815	91.66666667
SEC14L4	1.067416815	91.66666667
TINAG	1.067416815	91.66666667
EXOC3L1	1.069238311	91.68435952
PPYR1	1.069238311	91.68435952
SEMG2	1.069238311	91.68435952
VEPH1	1.071061453	91.69025714
NRG1	1.072886248	91.70794999
PCDHB16	1.072886248	91.70794999
PSG8	1.072886248	91.70794999
SHROOM4	1.074712704	91.71384761
ERAP1	1.076540831	91.72564284
HELB	1.076540831	91.72564284
CHTF18	1.076560794	91.73154046
EPHA10	1.078370636	91.75513093
KLHDC4	1.078370636	91.75513093
PCDHA11	1.078370636	91.75513093
RPGRIP1L	1.078370636	91.75513093
DEFB128	1.080382899	91.76102854
ATG10	1.082196027	91.79641425
C19orf59	1.082196027	91.79641425
KRTAP5-10	1.082196027	91.79641425
PRRG4	1.082196027	91.79641425
PTCRA	1.082196027	91.79641425
TACSTD2	1.082196027	91.79641425
CEACAM21	1.084010791	91.8141071
GTPBP10	1.084010791	91.8141071
LETM2	1.084010791	91.8141071
OR52E8	1.0858272	91.82000472
AVPR2	1.087645262	91.8494928
DYX1C1	1.087645262	91.8494928
FMO1	1.087645262	91.8494928
NXPE1	1.087645262	91.8494928
ZNF267	1.087645262	91.8494928
KNDC1	1.089385192	91.85539042
C1orf94	1.089464986	91.87308327
KIFC1	1.089464986	91.87308327
SIGLEC9	1.089464986	91.87308327
GPRIN2	1.091286379	91.89667374
KRT24	1.091286379	91.89667374
SLC44A4	1.091286379	91.89667374
